timestamp,latitude,longitude
2026-02-19 02:19:08,-41.1670,-155.7339
2026-02-19 02:23:46,-49.2066,-134.1177
2026-02-19 02:24:28,-49.9799,-130.2911
2026-02-19 02:24:34,-50.0789,-129.7345
2026-02-19 02:24:38,-50.1513,-129.3154
2026-02-19 02:24:43,-50.2298,-128.8483
2026-02-19 02:24:48,-50.2986,-128.4266
2026-02-19 02:24:52,-50.3658,-128.0035
2026-02-19 02:24:58,-50.4456,-127.4848
2026-02-19 02:25:02,-50.5091,-127.0590
2026-02-19 02:25:10,-50.6110,-126.3468
2026-02-19 02:25:15,-50.6764,-125.8701
